,id,slug,status,title,property_type,purchase_type,bedrooms,bathrooms,area,city,state,photo_url,lister,lat,lng,price,createdat,price_per_sq_ft,trends
90,23239,the-haven-new-home-shipped-to-you,active,"Loft Design- 2 sleeping areas! double window, bluetooth capable",Tiny House,purchase,1.0,1.0,240.0,Waldorf,Maryland,http://res.cloudinary.com/tinyhouselistings/image/upload/C4CD63AB-1FA3-4993-889F-63A6DE79E2B6_xeqluq_jbysub.jpg,138526,38.63,-76.91,63500.0,2021-01-14,264.58,
91,23238,tiny-house-with-master-bedroom-2-lofts-tiny_house,active,Tiny House With Master Bedroom + 2 Lofts,Tiny House,purchase,1.0,1.0,240.0,Mountain Home,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_9144_dcayzw_tk2l9i_w9oqoh.jpg,138526,43.13,-115.68,58900.0,2021-01-14,245.42,
92,23232,move-in-ready-2018-boxwood-tiny-home,active,Move -In Ready 2018 Boxwood Tiny Home,Tiny House,purchase,0.0,1.0,205.0,Rifle,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/house4_l1xwnw.jpg,55972,39.52,-107.78,62000.0,2021-01-14,302.44,
93,23230,open-floor-lofted-cabin-she-shed-tiny-home,active,Open floor lofted Cabin/She Shed/Tiny home,Cabin,purchase,1.0,0.0,265.0,Tallmadge,Ohio,http://res.cloudinary.com/tinyhouselistings/image/upload/F0C4B582-2835-4C6A-9404-49AC77B063C4_qn3f75.jpg,165549,41.12,-81.45,19500.0,2021-01-13,73.58,
94,23226,20-modern-design-container-home,active,20' Modern Design Container Home - The Retreat,Container Home,purchase,1.0,1.0,160.0,Las Vegas,Nevada,http://res.cloudinary.com/tinyhouselistings/image/upload/Container_Home_The_Retreat_2021-01-20_at_2.15.27_PM_eic6an.jpg,25107,36.149636,-115.101703,58700.0,2021-01-13,366.88,Modern
95,23225,a-chef-s-dream-26-tiny-house,active,A Chef's Dream 28' Tiny House,Tiny House,purchase,1.0,1.0,238.0,Elkhart,Indiana,http://res.cloudinary.com/tinyhouselistings/image/upload/0821201428_1_agpdub_twpxxc.jpg,141393,41.68,-86.0,85000.0,2021-01-13,357.14,Boho
96,23223,28-aspen-by-homestead-tiny-house,active,28' Aspen Dual Lofts,Tiny House,model,2.0,1.0,224.0,Alpharetta,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/client_2021_01_Jan_08_Jan_2021_1018_Branch_Dr_Photoshoot_5_LO-RES_002-1018_Branch_Dr_Photoshoot_5_LO-RES_kaqokw.jpg,92128,34.09,-84.27,62500.0,2021-01-12,279.02,
97,23222,sea-breeze-20-tiny-house,active,Sea Breeze 20' Tiny House,Tiny House,purchase,1.0,1.0,170.0,Thermal,California,http://res.cloudinary.com/tinyhouselistings/image/upload/hHouse_Lights_kpv6qc_cy7vgo.jpg,141393,33.57,-116.16,76500.0,2021-01-12,450.0,
98,23204,cedar-tree-house-amazing-condition,active,"Cedar tree house, amazing condition",Tiny Tree House,purchase,1.0,0.0,200.0,Houston,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1369_jnrpol.jpg,165123,29.78,-95.36,5000.0,2021-01-10,25.0,Treehouse
100,23186,28-towable-modern-farmhouse-style-tiny-house,active,28’ Towable  Modern Farmhouse Style Tiny House,Tiny House,purchase,3.0,1.0,305.0,Greer,South Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/E8AA6A20-30D2-4274-BEC1-B37BCBB7A04F_gkzccu.jpg,164646,34.89,-82.22,82000.0,2021-01-06,268.85,Farmhouse
101,23183,tiny-home-module-available,active,Tiny Home Module Available,Tiny House,purchase,1.0,1.0,304.0,Boise,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_7510_pohay9.jpg,147302,43.606751,-116.294766,56750.0,2021-01-05,186.68,
102,23182,functional-modern-tiny-house-living-with-tons-of-storage,active,Functional Modern Tiny House Living With TONS of Storage,Tiny House,purchase,2.0,1.0,224.0,Guthrie,Oklahoma,http://res.cloudinary.com/tinyhouselistings/image/upload/00_Exterior1_hndlx2_kvqrvp.jpg,138526,35.89,-97.42,73000.0,2021-01-05,325.89,Modern
103,23180,seder-build-tiny-house-on-wheels,active,Seder build Tiny House on wheels,Tiny House On Wheels,purchase,2.0,1.0,210.0,Oregon City,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/20201109_151917_rlzqqn.jpg,164540,45.33,-122.57,62000.0,2021-01-05,295.24,
104,23176,affordable-nearly-complete-tiny-house-for-a-good-cause,active,"Affordable, Nearly-Complete Tiny House for a Good Cause",Tiny House,purchase,1.0,1.0,186.0,Hailey,Idaho,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3711_vs5iqp.jpg,164505,43.52,-114.32,25000.0,2021-01-04,134.41,
105,23173,peaches-the-bus-is-ready-for-customization-converted_bus,active,Peaches the Bus is Ready for Customization,Converted Bus,purchase,1.0,0.0,180.0,Missoula,Montana,http://res.cloudinary.com/tinyhouselistings/image/upload/121792556_1014157039109257_3573425252729405954_n_llsomc_uzft2i.jpg,138526,46.89,-114.04,23000.0,2021-01-04,127.78,
106,23167,20-plug-in-off-grid-with-positive-energy,active,20' Plug In/ Off Grid with Positive Energy,Tiny Eco House,purchase,0.0,1.0,160.0,Walden,New York,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_3332_kaqzri.jpg,156798,41.56,-74.18,28000.0,2021-01-03,175.0,
107,23161,28-high-quality-affordable-cabin,active,"28’ High Quality, Affordable Cabin",Cabin,purchase,1.0,1.0,336.0,Dalton,Nebraska,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2063_ibrfbf.jpg,164281,41.41288,-102.983798,30000.0,2021-01-02,89.29,
108,23159,incomplete-tiny-home-tiny_house_shell,active,Incomplete tiny home,Tiny House On Wheels,purchase,1.0,0.0,250.0,San Antonio,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/20200723_175216_isgpx7.jpg,63196,29.4,-98.56,5000.0,2021-01-02,20.0,
110,23154,sustainable-tiny-home-repurpose-opportunity,active,Sustainable Tiny Home Repurpose Opportunity ,Tiny House,purchase,1.0,1.0,520.0,Knoxville ,Tennessee,http://res.cloudinary.com/tinyhouselistings/image/upload/20200507_124026_arodqc.jpg,147302,35.99636,-83.9024,49500.0,2020-12-31,95.19,Eco
111,23148,move-in-ready-20-tiny-house-with-tons-of-storage,active,Move-in Ready 20' Tiny House with TONS of Storage,Tiny House,purchase,1.0,1.0,160.0,Carrollton,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_7454_zsukti.jpg,163745,33.55,-85.07,27000.0,2020-12-30,168.75,
112,23147,titanium-tiny-home,active,Titanium Tiny Home,Rv,purchase,1.0,1.0,320.0,Bothell,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_8705_rgiyhj.jpg,163987,47.8,-122.21,42000.0,2020-12-30,131.25,
113,23093,modern-warm-new-tiny-house-on-wheels-for-sale-tiny_house,active,Modern warm new tiny house on wheels for sale,Tiny House On Wheels,purchase,1.0,1.0,172.0,Laredo,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/WhatsApp_Image_2020-06-22_at_13.41.32_fxv9me_i8k4kq.jpg,138526,27.904321,-99.44341,59500.0,2020-12-29,345.93,Modern
114,23089,affordable-shipping-container-homes,active,Affordable Shipping Container Homes,Container Home,purchase,2.0,1.0,320.0,San Antonio,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_7829_cfsknv.jpg,94665,29.47,-98.47,24000.0,2020-12-28,75.0,
115,23086,32ft-beautiful-sky-blue-tiny-home-perfect-for-grandparents-or-remote-learners,active,"32ft beautiful Sky Blue Tiny Home, Perfect for grandparents or remote learners!",Tiny House On Wheels,purchase,1.0,1.0,256.0,Seabeck,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/02600831-9BE3-41BB-8291-63DB0C3A3018_mvvits.jpg,163647,47.5,-122.65,85900.0,2020-12-27,335.55,
116,23084,primo-tiny-house-on-wheels-off-or-on-grid-ready,active,"Primo Tiny Home on Wheels, Off or On Grid Ready",Tiny House On Wheels,purchase,0.0,1.0,271.0,Ranchos de Taos,New Mexico,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_5581_yybyxh.jpg,140634,36.37,-105.6,125000.0,2020-12-27,461.25,
117,23075,mobile-custom-boutiques,active,Mobile Custom Boutiques,Tiny House On Wheels,model,0.0,0.0,176.0,Chehalis,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_4695_11507_800x_p9dkwe.jpg,20539,46.65,-122.96,35900.0,2020-12-23,203.98,
119,23071,20-luxury-container-home-off-grid-ready,active,20' Luxury Container Home- off grid ready ,Container Home,model,1.0,1.0,160.0,Houston,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/Inbox_Pic_1_uiqifl.jpg,163206,29.562053,-95.284703,64000.0,2020-12-21,400.0,
120,23070,the-cabana-stealthy-cabin-on-wheels,active,Stealthy Fully Functional Woodsy Cabin on Wheels,Tiny House On Wheels,purchase,1.0,1.0,112.0,Cazadero,California,http://res.cloudinary.com/tinyhouselistings/image/upload/Cabana_side_iemuvt.jpg,55130,38.58,-123.12,22000.0,2020-12-21,196.43,
121,23067,off-grid-skoolie-for-sale,active,Off Grid Skoolie For Sale,Converted Bus,purchase,1.0,1.0,200.0,Zimmerman,Minnesota,http://res.cloudinary.com/tinyhouselistings/image/upload/34A2894D-A077-4B61-AB1A-9B8B54438745_rpmlwt.jpg,163110,45.46,-93.62,45000.0,2020-12-20,225.0,
122,23058,the-12x32-lofted-barn-cabin-perfect-guest-house-tiny-home-cabin-getaway-etc,active,"The 12x32 Lofted Barn Cabin - Perfect Guest House, Tiny Home, Cabin, Getaway, ETC...! ",Cabin,purchase,1.0,1.0,384.0,Dawsonville,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/image0-1_yexokf.jpg,162911,34.382811,-84.065346,24000.0,2020-12-18,62.5,Farmhouse
123,23056,the-dreamer-30-dual-loft-tiny-house,active,The Dreamer- 30' Dual Loft Tiny House,Tiny House,model,2.0,1.0,240.0,Moreno Valley,California,http://res.cloudinary.com/tinyhouselistings/image/upload/20181017_181621_gsuegu_orxrog.jpg,141393,33.89,-117.22,49900.0,2020-12-17,207.92,Boho
124,23055,the-horizon-28-dual-loft-tiny-home-brand-new,active,The Horizon- 28' Dual Loft Tiny Home--- Brand New,Tiny House,purchase,2.0,1.0,238.0,Moreno Valley,California,http://res.cloudinary.com/tinyhouselistings/image/upload/20201030_175118_jxaxzx_x6bqap.jpg,141393,33.89,-117.22,89900.0,2020-12-17,377.73,
126,23046,riverlink-homes-24,active,Modern Tiny House ADU - Guest House or Primary Resident,Tiny House,purchase,1.0,1.0,192.0,Seattle,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/RH-Exterior-Dark_besxam.jpg,162738,47.48,-122.27,85000.0,2020-12-16,442.71,
127,23044,16-off-grid-capable-unique-tiny-home,active,"16' Off-grid Capable, Unique Tiny Home ",Tiny House,purchase,0.0,1.0,128.0,Corpus Christi,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_20171212_173021482_HDR_y3m6jw.jpg,162730,27.7,-97.36,35000.0,2020-12-16,273.44,
128,23041,1-bed-1-bath-tiny-hacienda,active,1 bed 1 bath Tiny Hacienda,Tiny House,purchase,1.0,1.0,399.0,Kennessaw ,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_4449_bk4xpa.jpg,135075,34.0,-84.62,27200.0,2020-12-16,68.17,Ranch
129,23026,unique-tiny-house-tiny_house,active,Unique Tiny House,Tiny House,purchase,1.0,1.0,300.0,Colorado Springs,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/C88B31E2-8488-4680-A417-5C1AE0964281_bhifp7.jpg,120891,38.92,-104.82,32000.0,2020-12-14,106.67,
131,23011,almont-2-0-homestead-tiny-house,active,Almont 2.0 (Homestead Tiny House) ,Tiny House,purchase,1.0,1.0,128.0,Alpharetta,Georgia,http://res.cloudinary.com/tinyhouselistings/image/upload/016-_HI-RES_kv2quz.jpg,92128,34.09,-84.27,29500.0,2020-12-11,230.47,
132,23002,beautiful-vintage-school-bus-conversion-converted_bus,active,Beautiful vintage school bus conversion,Converted Bus,purchase,1.0,0.0,192.0,Durham,North Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/B3D9ED02-74F6-4B72-9F8B-2346BA26D17A_dmh69p_z3zhqu.jpg,138526,35.99,-78.9,25000.0,2020-12-10,130.21,Vintage
133,22997,tiny-cabin-ultimate-in-flexibility-expandability-and-technology,active,"Tiny Cabin - ultimate in flexibility, expandability and technology",Cabin,purchase,1.0,1.0,400.0,Greenbush,Minnesota,http://res.cloudinary.com/tinyhouselistings/image/upload/th13_jhryku.jpg,162090,48.7,-96.22,147000.0,2020-12-09,367.5,
134,22935,nordic-spruce-tiny-home-for-order-bath-loft-and-kitchen-complete,active,"NORDIC+SPRUCE tiny home for order. Bath, loft, and kitchen complete!",Tiny House,model,0.0,1.0,170.0,monterey,Tennessee,http://res.cloudinary.com/tinyhouselistings/image/upload/1R1ASgmfTJ6nS3ZbtH6oFw_yddl28.jpg,152315,36.14,-85.27,32000.0,2020-12-02,188.24,Treehouse
135,22931,the-turtle-dove-20-dual-loft-tiny-house,active,Turtle Dove- 20' Dual Loft Tiny House,Tiny House,purchase,2.0,1.0,160.0,Berkeley Springs,West Virginia,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0289_khuryt.jpg,141393,39.62,-78.23,46000.0,2020-12-01,287.5,
136,22928,food-truck-style-concession-stand-shipping-container-kitchen-with-upper-deck-lounge,active,Food Truck style Concession Stand/Shipping Container Kitchen with Upper deck lounge,Container Home,purchase,0.0,0.0,140.0,new haven,Connecticut,http://res.cloudinary.com/tinyhouselistings/image/upload/3_Original_t1ylvg.jpg,102830,41.34,-73.08,20000.0,2020-12-01,142.86,
137,22918,affordable-off-grid-tiny-house-tiny_house-mobile,active,"Off-Grid Tiny- New wood burning stove, solar electricity, king size",Tiny House On Wheels,purchase,1.0,1.0,192.0,Colorado Springs,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_0318_luqx2l_bitgyc.jpg,138526,38.99,-104.77,40000.0,2020-11-30,208.33,
138,22915,2006-laurel-creek-park-model-home,active,"""2006"" Laurel Creek Park Model Home (Like New)",Tiny House,purchase,1.0,1.0,350.0,Campo,California,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2496_os5o9p.jpg,161059,32.7,-116.35,30000.0,2020-11-30,85.71,
139,22913,luxury-living-at-luxtiny-az-or-wherever-you-desire-to-live-tiny-in-luxury,active,"Luxury Living at LuxTiny, AZ (or WHEREVER you desire to live Tiny in LUXURY!)",Tiny House,purchase,1.0,1.0,200.0,Lakeside,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/MY_THOW_PIC_1_trnbgl.jpg,115483,34.16,-109.98,82500.0,2020-11-30,412.5,
140,22906,new-tiny-house-for-sale-tiny_house-mobile,active,New Tiny House For Sale,Tiny House On Wheels,purchase,1.0,1.0,192.0,Portland,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/Screen_Shot_2020-11-29_at_8.51.03_AM_ipzdrg.jpg,160985,45.53,-122.56,55000.0,2020-11-29,286.46,
141,22902,the-escape-artist-tiny_house,active,The Escape Artist,Tiny House,purchase,1.0,1.0,160.0,Columbia,South Carolina,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1024_d8gxko.jpg,51937,33.99,-80.98,24500.0,2020-11-28,153.12,
142,22898,20ft-container-time-home-ready-for-off-grid-living,active,20ft container time home. Ready for off grid living. ,Container Home,purchase,0.0,1.0,160.0,Oakland,California,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_20201127_165708_owkq0l.jpg,160803,37.78693,-122.144634,30000.0,2020-11-28,187.5,
143,22884,container-cottage-insulated-sheetrocked-inside-and-stucco-insulated-out-the-feeling-of-home,active,Container cottage,Container Home,purchase,1.0,1.0,320.0,Pearland,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/127047336_203046771444285_4999074435744014040_n_e3onwu.jpg,160643,29.54,-95.27,17500.0,2020-11-25,54.69,
144,22883,2021-lo-pro-cabin,active,2021 Lo-Pro Cabin,Rv,purchase,1.0,1.0,74.0,Fife,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_2313_tezpf2.jpg,157977,47.24,-122.35,27950.0,2020-11-25,377.7,
145,22880,school-bus-converted-to-rv,active,"LUXURY Skoolie- LED Lighting, Built in Couch, TVs",Converted Bus,purchase,1.0,1.0,320.0,Tampa,Florida,http://res.cloudinary.com/tinyhouselistings/image/upload/00c0c_2SNvRE3TmcE_0ne0hv_1200x900_lgharb.jpg,138526,27.954621,-82.45742,60000.0,2020-11-25,187.5,
146,22878,32-industrial-farmhouse-tiny-home,active,32' Industrial Farmhouse Tiny Home,Tiny House,purchase,1.0,1.0,300.0,Weatherford,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_20201130_155456400_tj4jth.jpg,141116,32.73,-97.78,60000.0,2020-11-24,200.0,Urban
147,22877,beautiful-spacious-and-luxurious-46-tiny-home,active,"Beautiful, Spacious and Luxurious-46' Tiny Home",Tiny House,purchase,1.0,1.0,560.0,Boaz,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/8E5C49C9-6FDA-43DD-80B5-0FE0F15EB6CD_1_105_c_ygvv2y_tqbrsc.jpg,141393,34.24238,-86.175646,89900.0,2020-11-24,160.54,
148,22875,new-frontier-tiny-home-alpha,active,New Frontier Tiny Home  - Alpha ,Tiny House,purchase,1.0,0.0,275.0,Bozeman ,Montana,http://res.cloudinary.com/tinyhouselistings/image/upload/14BE6685-29CC-489A-B9E4-A877C96336DA_tmvo6h.jpg,160188,45.68,-111.0447,120000.0,2020-11-24,436.36,
149,22869,20-off-grid-ready-tiny-home-built-with-high-quality-materials-tiny_house,active,20'  Off grid ready Tiny Home Built with High Quality  Materials ,Tiny House,purchase,1.0,1.0,160.0,Omaha,Nebraska,http://res.cloudinary.com/tinyhouselistings/image/upload/DSC02119_htkxs1.jpg,138526,41.21,-96.19,38000.0,2020-11-24,237.5,
150,22868,brand-new-unique-rv,active,Brand new  unique rv,Rv,purchase,0.0,0.0,77.0,Olympia,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/EFE423A0-7149-4E21-9255-D658BA4366A0_jjduda.jpg,22632,47.05,-122.9,25000.0,2020-11-23,324.68,
151,22866,the-rendezvous-27-gooseneck-tiny-house,active,The Rendezvous 27' Gooseneck Tiny House,Tiny House,purchase,2.0,1.0,216.0,Salida,Colorado,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_1872_tcdz92.jpg,141393,38.54,-106.01,69000.0,2020-11-23,319.44,
152,22865,tudor-timberframe-style-tinyhouse-shell,active,Tudor Timberframe style Tiny Home shell 24',Tiny House On Wheels,purchase,3.0,1.0,192.0,Hot Springs,South Dakota,http://res.cloudinary.com/tinyhouselistings/image/upload/IMG_20201127_123158_893_ga9i7m.jpg,116262,43.43,-103.48,16000.0,2020-11-23,83.33,
153,22861,sycamore-by-made-relative,active,"Natural Modern 30ft Tiny House ""Sycamore"" By Made Relative",Tiny House,purchase,2.0,1.0,320.0,Wichita,Kansas,http://res.cloudinary.com/tinyhouselistings/image/upload/sycamore-living-1_u7p47p.jpg,36848,37.784615,-97.110059,90000.0,2020-11-23,281.25,Treehouse
154,22857,spacious-luxurious-588-sq-ft-small-house-on-trailer-tiny_house,active,Spacious & Luxurious 588 Sq. Ft. Small House On Trailer,Converted Bus,purchase,1.0,1.0,588.0,Camano Island,Washington,http://res.cloudinary.com/tinyhouselistings/image/upload/4B845922-31F8-4D72-A2C7-16E40F33FBCC_gxt378.jpg,158607,48.23,-122.47,98000.0,2020-11-22,166.67,
155,22836,tiny-home-completely-renovated,active,Tiny Home Completely Renovated,Tiny House,purchase,1.0,2.0,290.0,San Angelo,Texas,http://res.cloudinary.com/tinyhouselistings/image/upload/01D4752C-B65F-4A0E-B84A-F1A00F3BD205_fb7sce.jpg,160000,31.45,-100.48,31500.0,2020-11-18,108.62,
156,22832,midcentury-modern-farmhouse-28-tiny-home,active,Mid-Century Modern Farmhouse- 28' Tiny Home,Tiny House,purchase,1.0,1.0,224.0,Paso Robles,California,http://res.cloudinary.com/tinyhouselistings/image/upload/DSCN2065_vbq42a.jpg,141393,35.64,-120.69,45900.0,2020-11-17,204.91,Vintage
158,22829,super-cute-remodeled-vintage-class-c-hornet,active,Super Cute Remodeled Vintage Class C Hornet ,Rv,purchase,1.0,1.0,216.0,Apple Valley ,Minnesota,http://res.cloudinary.com/tinyhouselistings/image/upload/0609E543-2A8C-4DC6-A5CC-397CC5B71DF9_flza45.jpg,120091,44.73,-93.22,45000.0,2020-11-17,208.33,Vintage
159,22822,custom-rvia-tumbleweed-cypress-24-tiny_house,active,Custom RVIA Tumbleweed Cypress 24',Converted Bus,purchase,1.0,1.0,192.0,Birmingham,Alabama,http://res.cloudinary.com/tinyhouselistings/image/upload/1_tat0au.jpg,114882,33.4,-86.81,55000.0,2020-11-16,286.46,
160,22819,20-tiny-house-model-with-sleeping-downstairs-tiny_house,active,20' Tiny House Model With Sleeping Downstairs,Tiny House,model,1.0,1.0,160.0,Spring City,Tennessee,http://res.cloudinary.com/tinyhouselistings/image/upload/28FEF517-DF7E-4092-BF1F-D58D03EF394E_vfd6z9_bvhonf_sud5uy.jpg,138526,35.65,-84.88,40000.0,2020-11-16,250.0,
161,22818,adorable-24-boho-cottage-model-tiny_house,active,Adorable 24' Boho Cottage Model,Tiny House,model,1.0,1.0,192.0,Spring City,Tennessee,http://res.cloudinary.com/tinyhouselistings/image/upload/2D108F4B-CC41-4CF1-8B82-F44159A6013E_tlgict_zt7mty_tscecw.jpg,138526,35.65,-84.88,50000.0,2020-11-16,260.42,Boho
162,22816,18-tiny-home-great-for-rental-or-full-time-living,active,18' Tiny Home great for rental or full time living,Tiny House,purchase,1.0,1.0,144.0,Bozeman,Montana,http://res.cloudinary.com/tinyhouselistings/image/upload/20200717_125746_skwhjx.jpg,159699,45.632671,-110.959389,36999.0,2020-11-16,256.94,
163,22814,family-bus,active,Family Bus,Converted Bus,purchase,1.0,1.0,300.0,Mesa,Arizona,http://res.cloudinary.com/tinyhouselistings/image/upload/39278283_2137067632993719_6847832424370405376_n_lc7gow.jpg,159662,33.4,-111.61,13000.0,2020-11-15,43.33,
164,22811,craftsman-style-tiny-home-tiny_house,active,Craftsman Style Tiny Home ,Tiny House,purchase,0.0,0.0,150.0,Grants Pass,Oregon,http://res.cloudinary.com/tinyhouselistings/image/upload/1943535C-81FE-4843-AC61-00172672388B_ipylfj.jpg,154159,42.44,-123.3,29500.0,2020-11-15,196.67,Craftsman-Style
